Code,TotalPrice,Area,District,Floors,Address
11350976,3400,43,quan8,4,hem
11869520,2200,38,quan8,2,hem
11868651,3700,218,quan8,3,hemxehoi
10710120,1850,43.4,quan8,2,hem
11866564,3600,57.6,quan8,4,hem
11866493,2180,48,quan8,3,hem
11865853,3350,60,quan8,3,hem
11863697,2500,42,quan8,3,hem
11863493,2850,54,quan8,2,hem
10808777,2800,53.2,quan8,3,hem
9951357,2800,49,quan8,3,hem
9834510,2350,56,quan8,3,hemxehoi
11747696,2500,52,quan8,3,hem
11861359,3200,32,quan8,5,hem
11705086,1850,41.25,quan8,2,hem
11297869,4100,84.48,quan8,3,hemxehoi
11735814,1480,22.5,quan8,3,hemxehoi
11826433,3550,82,quan8,1,hem
11824448,2100,64,quan8,2,hemxehoi
11613919,4600,76,quan8,7,hem
11222153,8800,112,quan8,3,hemxehoi
11783267,3100,45,quan8,2,hem
11780981,1200,41,quan8,2,hem
11650218,1000,24,quan8,2,hem
11872344,5700,106.2,quan8,3,hem
11828776,2200,112,quan8,3,hem
11828211,1600,23,quan8,2,hem
11794763,4000,57.5,quan8,3,hem
11766929,1650,47.6,quan8,2,hem
11723359,850,25,quan8,2,hem
11592770,1450,25.5,quan8,2,hem
11575115,2100,42.9,quan8,3,hemxehoi
11574615,1390,20.7,quan8,3,hem
11573887,1650,43.68,quan8,2,hem
11493363,4300,80,quan8,5,mattien
11467285,2500,39.9,quan8,4,hem
11253799,900,18.5,quan8,2,hem
11230993,480,24.5,quan8,2,hem
11186597,780,12.4,quan8,2,hem
11205687,1500,26.25,quan8,2,hem
11009787,8500,105,quan8,3,hemxehoi
11011715,550,36,quan8,3,hem
11053931,550,11.25,quan8,2,hem
10968047,2900,56.61,quan8,2,hem
10929760,1450,33.6,quan8,2,hemxehoi
10873510,1200,84.39,quan8,1,hem
10819605,1500,34.2,quan8,2,hemxehoi
10819684,2300,68,quan8,2,hem
10743097,1650,21.3,quan8,3,hem
10756321,2400,45,quan8,1,hem
10753977,650,24,quan8,2,hem
10742449,1300,28,quan8,2,hem
10733050,1450,25.6,quan8,2,hem
10742581,2200,110,quan8,2,hem
10693765,1580,28.8,quan8,2,hem
10601718,1500,23.4,quan8,2,hem
10601719,1000,55.3,quan8,1,hem
10533201,3790,40,quan8,3,hem
10527641,3700,37,quan8,2,hem
10470209,1920,22.01,quan8,3,hem
10411712,4000,143.9,quan8,2,hem
11867800,3400,130,quan9,2,hemxehoi
11850980,2100,51,quan9,2,hemxehoi
11937860,3680,128.4,quan9,3,hemxehoi
11909575,1480,39,quan9,2,hem
11814328,1350,43,quan9,2,hem
11762940,950,46,quan9,1,hem
10955190,2500,80,quan9,1,hem
11680717,2650,57.2,quan9,3,hem
11756492,1200,36,quan9,2,hemxehoi
11849957,2100,50,quan9,2,hemxehoi
11937916,3680,129,quan9,3,hemxehoi
11937773,3250,82,quan9,2,hemxehoi
11935267,5400,257,quan9,2,hem
11626972,2650,56,quan9,3,hemxehoi
11838256,3050,64,quan9,3,hem
11848567,3600,70,quan9,3,hem
11930891,3450,104.6,quan9,3,hemxehoi
11927720,1300,37,quan9,2,hem
11927690,3250,82,quan9,3,hemxehoi
11927506,2900,90,quan9,2,hem
11925324,1100,16,quan9,2,hem
11827439,2500,100,quan9,2,hem
11827420,2500,100,quan9,2,hem
11611425,2300,98,quan9,1,hemxehoi
11921583,1950,53,quan9,2,hem
11918382,2400,60,quan9,2,hem
11923244,2500,50,quan9,3,hem
11914867,2700,56,quan9,3,hem
11921792,4600,72,quan9,3,hem
11915655,3700,105,quan9,3,hem
11915716,2200,50.5,quan9,3,hem
11921251,2500,76,quan9,1,hem
11837022,3700,105,quan9,2,hem
11917926,2450,68.7,quan9,1,hem
11164847,4000,178,quan9,1,hem
11917675,1570,40.5,quan9,2,hem
11759172,2600,114,quan9,2,hem
11916856,1830,56,quan9,2,hem
11916828,2700,55.4,quan9,3,hem
11916646,2950,95,quan9,3,hem
11915752,1100,16,quan9,2,hem
11915721,1100,16,quan9,2,hem
11627724,1800,52,quan9,1,hem
11601472,1800,52,quan9,3,hem
11914266,2900,90,quan9,2,hem
11004327,4700,90,quan9,3,mattien
11652973,2150,48,quan9,2,hem
11912858,1200,54,quan9,2,hem
11815647,1650,75,quan9,1,hem
11756497,1650,51,quan9,2,hem
11608437,2600,75,quan9,3,mattien
11627780,1800,52,quan9,1,hem
11602266,2080,90,quan9,2,hem
11904084,8200,131.4,quan9,3,hem
11904061,2700,42,quan9,2,hem
11907133,790,21.6,quan9,2,hem
11638281,1800,44.1,quan9,2,hemxehoi
11678484,2200,64,quan9,2,hemxehoi
11646015,3100,52,quan9,3,hem
11528512,2150,52,quan9,2,hemxehoi
11733827,2650,56.7,quan9,3,hem
11827142,2200,50.5,quan9,3,hem
11716129,2650,52,quan9,3,hem
11896324,1950,53,quan9,2,hem
11818827,1750,68.5,quan9,2,hem
11897574,1700,52,quan9,2,hem
10264646,2200,55,quan9,3,hemxehoi
11639738,2500,46,quan9,3,hem
11885510,2250,75,quan9,1,hem
11883875,1950,53,quan9,2,hem
11705623,2700,102,quan9,1,hem
11883662,2500,110,quan9,2,hemxehoi
11883547,2300,60,quan9,2,hemxehoi
11881858,2184,109.2,quan9,1,hem
10870241,2400,60,quan9,2,hem
11876061,1450,40,quan9,1,hem
11875720,3300,73.9,quan9,3,hemxehoi
11796859,2500,110,quan9,2,hem
11870369,1780,40,quan9,2,hem
11869479,3350,68,quan9,3,hem
11700616,2000,50,quan9,2,hem
11774357,2650,40.79,quan9,3,hem
11248688,2150,200,quan9,1,hem
11861486,3250,82,quan9,3,hemxehoi
11861029,1780,40,quan9,2,hem
11861023,1780,40,quan9,2,hem
11860933,2600,50,quan9,3,hemxehoi
11860927,2100,76,quan9,2,hem
11696962,7000,300,quan9,3,hem
11733783,2200,80,quan9,1,hem
11656722,2600,56,quan9,3,hem
11664954,2650,54,quan9,1,hem
11865628,3700,72,quan9,3,hemxehoi
11724976,1550,63.8,quan9,2,hem
11594233,2300,73,quan9,2,hem
11254069,390,12.6,quan9,3,hemxehoi
11256046,1690,50,,3,mattien
10968117,2850,68,quan9,4,hem
10820160,3000,68,quan9,4,hem
10526029,2300,59.46,quan9,2,hem
10412667,2100,55,quan9,3,hemxehoi
11932375,5900,60,quan10,5,hem
11925769,10500,72,quan10,2,hem
11881021,7900,64.4,quan10,2,hem
11840645,2600,70,quan10,2,hem
11935923,8600,56,quan10,3,hemxehoi
11935890,16000,176,quan10,4,hemxehoi
11935637,11700,90,quan10,4,hem
11524313,26500,300,quan10,6,mattien
11928579,6900,94.6,quan10,2,hemxehoi
11925891,10500,72,quan10,1,hem
11918255,5900,60,quan10,4,hemxehoi
11913883,7700,52.5,quan10,4,hemxehoi
11822230,13500,90,quan10,5,hem
11813537,7600,49,quan10,3,hemxehoi
11899756,12300,93,quan10,2,hemxehoi
11896523,8500,70,quan10,4,hem
11895737,7600,49,quan10,3,hemxehoi
11609613,5700,230,quan10,6,hemxehoi
11890250,9000,81,quan10,4,hem
11890047,7300,49,quan10,3,hemxehoi
11888547,16000,176,quan10,3,hemxehoi
11136221,3800,40,quan10,3,hemxehoi
11875997,4000,38.43,quan10,2,hemxehoi
11866022,3100,33.1,quan10,2,hemxehoi
11864454,2990,42,quan10,2,hem
11861209,9200,100,quan10,4,hemxehoi
11846688,3700,124,quan10,4,hem
11814865,3300,40,quan10,2,hem
11489254,6500,57,quan10,3,hemxehoi
11838793,11500,72,quan10,3,hemxehoi
11847033,14000,142.8,quan10,1,hemxehoi
11847937,8500,54,quan10,4,hemxehoi
11782113,13950,98,quan10,3,mattien
11466248,13000,112,quan10,6,hemxehoi
11528064,9200,64,quan10,3,hem
11123410,7500,59.2,quan10,3,hemxehoi
11130557,7800,64.4,quan10,4,hem
11938837,7000,56,quan10,2,hemxehoi
11938790,7000,56,quan10,2,hemxehoi
11702462,9000,56,quan10,4,hem
11938111,8500,65,quan10,2,hem
11938019,23000,104,quan10,4,mattien
11776675,4600,48,quan10,3,hem
11834613,15500,180,quan10,3,hem
9782235,11500,72,quan10,3,hemxehoi
11936056,10000,60.8,quan10,4,hemxehoi
11835458,7900,64.4,quan10,2,hemxehoi
11935647,3300,42,quan10,2,hem
11935559,3100,43.4,quan10,2,hem
11935526,4450,43.2,quan10,2,hemxehoi
11935394,1420,19.7,quan10,3,hem
11935235,3100,50,quan10,3,hemxehoi
11922157,7000,105,quan10,2,hemxehoi
11935020,9000,91.18,quan10,3,hem
11934989,3500,34,quan10,3,hem
11934975,6500,51.8,quan10,4,hem
11934876,6900,94.6,quan10,2,hemxehoi
11934464,3200,32.4,quan10,3,hemxehoi
11234224,5000,49,quan10,4,hem
11270157,5000,49,quan10,4,hem
11934248,6700,57,quan10,4,hem
11933979,6700,57,quan10,4,hem
11632303,9500,88,quan10,4,hemxehoi
11526023,8800,84,quan10,3,hemxehoi
11620123,10500,79.2,quan10,3,hemxehoi
11931188,10500,72,quan10,1,hemxehoi
11919065,5300,55.5,quan10,2,hem
11839741,5700,48,quan10,1,hem
11839751,5600,48,quan10,1,hem
11850813,5900,57,quan10,3,hem
11850826,4500,40.5,quan10,2,hem
11932373,5900,60,quan10,5,hem
11931488,9700,72,quan10,4,hem
11931176,8000,56,quan10,4,hemxehoi
11931162,6800,42,quan10,3,hemxehoi
11931129,4400,36,quan10,3,hem
11931073,4200,40,quan10,3,hemxehoi
11285907,13775,145,quan10,4,hem
11249799,13600,144,quan10,4,hem
11456748,2800,29.61,quan10,3,hem
11500678,6500,77.66,quan10,2,hemxehoi
11818970,7800,38,quan10,3,hem
11768523,2800,20,quan10,2,hem
11075533,9490,56,quan10,4,hemxehoi
11075581,9560,56.08,quan10,4,hemxehoi
11914616,8700,56,quan10,2,hemxehoi
11918656,6500,51.7,quan10,2,hem
11836894,8800,84,quan10,4,hemxehoi
11837012,9600,96,quan10,5,hemxehoi
11345677,2950,42,quan10,2,hem
10232346,4700,56,quan10,3,hemxehoi
11925354,5850,50.4,quan10,2,hemxehoi
11925151,6900,94.6,quan10,2,hemxehoi
11925136,8500,90,quan10,3,hem
11925038,4800,60,quan10,3,hem
11924984,1600,20.8,quan10,3,hem
11812751,4000,52.5,quan10,3,hem
11924383,6800,63,quan10,1,hemxehoi
11341410,4950,43.8,quan10,4,hem
11809169,11500,72,quan10,3,hem
11923737,4350,43.2,quan10,2,hem
11923585,5800,47,quan10,4,hem
11923395,3100,32.5,quan10,3,hem
11755183,8500,58.8,quan10,4,hemxehoi
11712452,7500,64,quan10,4,hemxehoi
11833729,18000,128,quan10,4,hem
11922383,8900,48,quan10,3,hemxehoi
11922176,5600,31.7,quan10,3,mattien
11750027,4250,49,quan10,2,hem
11299195,7500,65,quan10,4,hemxehoi
10448058,12800,126,quan10,4,hemxehoi
11919325,14200,98,quan10,3,hemxehoi
10997894,7100,55.5,quan10,5,hemxehoi
11501751,7700,73.1,quan10,5,hem
11915744,7300,51,quan10,2,hem
11913743,4000,60,quan10,3,hem
11835158,7899,64.4,quan10,2,hemxehoi
11135606,12000,72,quan10,4,hem
11827227,7900,66,quan10,2,hemxehoi
11827224,5400,66,quan10,1,hemxehoi
11917986,9500,71.4,quan10,3,hem
10879138,6600,64.8,quan10,4,hemxehoi
11838705,4500,45.5,quan10,2,hemxehoi
11916970,13500,64,quan10,4,hem
11916961,5800,72,quan10,2,hemxehoi
11916017,6700,46.8,quan10,4,hemxehoi
11916649,7900,64.4,quan10,2,hemxehoi
11916530,8600,56,quan10,3,hem
11916452,8500,75.6,quan10,3,hem
11915295,3200,33.3,quan10,3,hemxehoi
11749707,8800,56,quan10,4,hem
11722747,13500,64,quan10,2,hem
11916148,8600,72,quan10,2,hem
11916129,8700,56,quan10,4,hem
11916066,6500,43.2,quan10,4,hemxehoi
11915743,13500,64,quan10,5,hem
11822367,11500,72,quan10,3,hem
11915605,4100,58.48,quan10,2,hemxehoi
11819463,9500,56,quan10,3,hem
11312422,6500,48,quan10,5,hemxehoi
11914951,4250,51.8,quan10,2,hem
11914785,5000,46.99,quan10,2,hem
11914727,4500,46.2,quan10,2,hem
11456590,6500,71.4,quan10,3,hemxehoi
11913642,5400,62,quan10,3,hem
11811298,8100,49,quan10,3,mattien
11914063,7900,48.7,quan10,3,hem
11912926,3300,28.5,quan10,2,hemxehoi
11913813,9900,64,quan10,4,hemxehoi
11662216,7700,52.5,quan10,5,hemxehoi
11913166,13500,64,quan10,4,hem
11913201,9500,82,quan10,1,hem
11749716,8700,56,quan10,4,hemxehoi
11913302,11500,102,quan10,2,hemxehoi
11040879,8650,77,quan10,4,hem
11709560,10000,84,quan10,5,hem
11343890,7900,64,quan10,3,hemxehoi
11517139,8600,96,quan10,3,hemxehoi
11823838,11800,108,quan10,2,hem
11912146,9500,68,quan10,4,hemxehoi
11663417,2800,36,quan10,2,hem
11663348,2800,36,quan10,2,hem
11037529,9500,148,quan10,2,hem
11911831,4300,40.3,quan10,3,hem
11912174,6800,90,quan10,2,hem
11912115,5300,62,quan10,2,hem
11824292,9700,65,quan10,3,hemxehoi
11824332,14000,56,quan10,5,hem
11824263,5800,65,quan10,3,hemxehoi
11824242,6000,60,quan10,3,hem
11824198,9000,100,quan10,2,hemxehoi
11911777,16000,100,quan10,4,hemxehoi
11910942,8500,84,quan10,3,hem
11902788,7000,105,quan10,2,hemxehoi
11910856,7500,80,quan10,2,hem
11910642,28000,128,quan10,2,mattien
11910599,4600,37,quan10,3,hem
11910602,8500,77.4,quan10,3,mattien
11831529,7500,64,quan10,4,hemxehoi
9922440,24500,314,quan10,2,hem
9257151,12000,72,quan10,4,hem
11910176,10000,33.2,quan10,4,mattien
11098951,11200,136,quan10,2,hem
11903175,9000,148.6,quan10,6,hemxehoi
11876977,9700,71,quan10,3,hemxehoi
11909120,3400,41,quan10,3,hemxehoi
11908942,7700,49,quan10,3,hemxehoi
11541329,11700,96.14,quan10,4,hemxehoi
11455563,5800,66,quan10,3,hem
11455153,10500,78,quan10,2,hemxehoi
11641707,6500,48,quan10,3,hem
11827606,5500,60.45,quan10,2,hem
11827624,4100,53.3,quan10,2,hem
11664359,14500,130,quan10,5,hem
11384723,8800,54,quan10,6,hemxehoi
11644078,8500,56,quan10,4,hemxehoi
11908081,9600,96,quan10,5,hemxehoi
11908106,8900,56,quan10,4,hemxehoi
11826756,11000,117.2,quan10,2,hem
11902970,19500,113.15,quan10,4,hem
11902961,9500,68,quan10,4,hemxehoi
11902461,3500,38.5,quan10,2,hemxehoi
11902980,12000,72,quan10,4,hemxehoi
11899477,2200,36,quan10,2,hemxehoi
11650798,3500,41.4,quan10,3,hem
11659784,5600,45,quan10,5,hem
11655276,9700,80,quan10,4,hemxehoi
11903333,3230,62.15,quan10,2,hem
11903134,8000,57.4,quan10,4,hemxehoi
11814390,9800,80,quan10,3,hemxehoi
11824993,7200,48,quan10,4,hem
11460523,9000,56,quan10,3,hem
11902430,6850,50.4,quan10,4,hemxehoi
11902399,12000,92,quan10,4,mattien
11591404,14500,105,quan10,3,hem
11782914,13500,64,quan10,4,hem
11902052,5800,72,quan10,2,hemxehoi
11805612,18000,128,quan10,4,hem
11201169,10500,88,quan10,5,hem
11901760,4500,45.1,quan10,2,hemxehoi
11601536,13500,64,quan10,5,hem
11805645,17000,144,quan10,4,hem
11805679,12000,108,quan10,2,hem
11805703,15000,108,quan10,3,hem
11901515,8500,60,quan10,3,hemxehoi
11188137,6000,51.8,quan10,5,hemxehoi
11823260,17000,136,quan10,4,hem
11818877,7900,66.7,quan10,3,hemxehoi
11900864,11500,72,quan10,3,hem
11900432,8500,92.4,quan10,3,hem
11900376,6900,94.6,quan10,2,hemxehoi
11900181,12000,80,quan10,3,hemxehoi
11630543,6700,46.8,quan10,3,hemxehoi
11899759,9700,96,quan10,4,hem
11630670,13500,64,quan10,5,hemxehoi
11899255,3300,42,quan10,2,hemxehoi
11884623,6200,62,quan10,3,hem
11898868,14700,98,quan10,3,hem
11705469,8800,56,quan10,4,hem
11705404,8800,56,quan10,4,hem
11898649,12000,67.5,quan10,3,hemxehoi
11898572,9700,77.7,quan10,4,hem
11898563,3850,33.5,quan10,4,hem
11898426,13700,68,quan10,4,hem
11898168,2800,21.8,quan10,3,hem
11898078,3700,54,quan10,2,hem
11897847,9900,99,quan10,5,hemxehoi
11486782,8300,94,quan10,3,hem
11897500,6500,48,quan10,4,hem
11897382,1600,51.3,quan10,2,hem
11475145,3500,41.8,quan10,3,hem
11559223,3950,53.3,quan10,2,hemxehoi
11897315,7000,63,quan10,5,hem
11663733,2890,37.4,quan10,3,hemxehoi
11897119,6500,36,quan10,3,hem
11897084,5600,38.4,quan10,3,hemxehoi
11812299,11000,94,quan10,4,hem
11896959,8100,49,quan10,3,hem
11896842,7900,56,quan10,3,hem
11896410,5700,72,quan10,2,hemxehoi
11129448,9495,56.08,quan10,4,hemxehoi
11017043,6950,84,quan10,3,hem
8113977,8700,73.1,quan10,2,mattien
11895691,7600,49,quan10,3,hemxehoi
11895685,11000,95,quan10,2,hem
11895297,10500,74.8,quan10,3,hemxehoi
11895040,10500,93.5,quan10,3,hem
11895038,4200,40,quan10,4,hem
11740385,9000,130,quan10,4,hemxehoi
11721269,9000,140,quan10,4,hem
11221596,7800,70.5,quan10,5,hem
11801349,9200,96,quan10,5,hemxehoi
11433915,5700,56,quan10,6,hemxehoi
10939953,8000,31.5,quan10,4,hem
10523649,8800,63,quan10,4,hemxehoi
11801123,6600,56,quan10,4,hem
11801161,6700,62,quan10,3,hemxehoi
11888770,5500,55.5,quan10,1,hemxehoi
11894639,10500,81,quan10,3,hemxehoi
11892801,7900,69,quan10,2,hem
11892226,12000,192,quan10,1,hemxehoi
9256723,12650,78,quan10,3,hem
11655499,35000,128,quan10,7,mattien
11785245,5200,42.1,quan10,4,hem
11810895,7200,56,quan10,4,hem
11888758,5500,55.5,quan10,1,hemxehoi
11888583,10500,81,quan10,3,hemxehoi
11511664,2900,36,quan10,3,hem
11752797,6900,56,quan10,3,hemxehoi
11888373,6500,34.5,quan10,3,hemxehoi
11888358,6500,42,quan10,3,hemxehoi
11888147,4700,43.2,quan10,3,hemxehoi
11887711,4900,49.05,quan10,3,hem
11747765,6800,48,quan10,3,hemxehoi
11886853,9500,86,quan10,3,hem
11810612,9550,80,quan10,6,hem
11886689,4300,40,quan10,4,hem
11886629,8600,90,quan10,3,hemxehoi
11886553,6700,49,quan10,5,hemxehoi
11886498,3500,41.7,quan10,2,hem
11886506,16700,112.5,quan10,5,mattien
11886450,4600,62,quan10,2,hemxehoi
11886455,6800,59.2,quan10,2,hem
11886377,14400,144,quan10,2,mattien
11886259,9800,100,quan10,5,hemxehoi
11886204,5400,40,quan10,2,hemxehoi
11886206,8100,49,quan10,3,hemxehoi
11886138,5400,40,quan10,2,hemxehoi
11884284,4000,37.5,quan10,2,hemxehoi
11885788,8800,72,quan10,2,hemxehoi
11885522,17500,128,quan10,3,hemxehoi
11885428,17500,64,quan10,4,hemxehoi
11885283,7900,64.4,quan10,2,hemxehoi
11885179,3850,34,quan10,2,hemxehoi
11686261,6800,46.8,quan10,4,hemxehoi
11884860,6800,131.2,quan10,2,hem
11884781,2900,50.4,quan10,2,hemxehoi
10996859,7800,65.6,quan10,4,hemxehoi
11038136,7900,63,quan10,4,hemxehoi
11884680,7000,50,quan10,5,hem
11806513,11500,72,quan10,3,mattien
11882745,11700,92,quan10,4,hemxehoi
11884563,4000,39.9,quan10,2,hem
11882433,9500,80,quan10,1,hemxehoi
11884540,3350,40,quan10,2,hemxehoi
11882416,11500,108,quan10,1,hemxehoi
11882352,7900,64.4,quan10,2,hemxehoi
11881083,6700,57,quan10,4,hem
11882292,7600,49,quan10,3,hem
11884389,3850,36,quan10,3,hem
11884341,12000,72,quan10,4,hemxehoi
11883244,5200,43,quan10,3,hem
11158619,12400,100,quan10,3,hem
11442149,9800,117,quan10,2,hem
11660555,3000,44,quan10,3,hem
11708001,2750,53,quan10,1,hem
11716427,3300,36,quan10,5,hemxehoi
11716395,2900,48,quan10,2,hemxehoi
11660472,1500,15,quan10,2,hem
11214107,3500,33,quan10,4,hemxehoi
11882031,12000,67.5,quan10,3,hemxehoi
11881662,9500,88,quan10,4,hemxehoi
11881550,7300,49,quan10,3,hemxehoi
11016485,7200,68.4,quan10,3,hemxehoi
10996882,11900,102,quan10,3,hemxehoi
11179068,12600,98.04,quan10,3,hem
10705648,7000,90,quan10,2,hem
11487782,2400,40.5,quan10,2,hem
11597036,6800,48,quan10,4,hemxehoi
11880145,12800,144,quan10,4,hem
11879527,5800,72,quan10,2,hemxehoi
11617898,10000,100,quan10,6,hem
11800081,24500,314,quan10,2,hem
11502475,14500,165,quan10,3,hem
11788129,8000,54.6,quan10,3,hemxehoi
11750919,11500,70,quan10,3,mattien
11787004,24500,314,quan10,2,hem
11786984,24500,314,quan10,2,hem
11878053,17000,128,quan10,4,hem
11877361,9200,96,quan10,5,hemxehoi
11877289,16000,137.6,quan10,4,mattien
11877148,9400,54,quan10,4,hemxehoi
11877113,5600,38.5,quan10,2,hem
11713240,7500,79.8,quan10,3,hemxehoi
11876451,16000,126,quan10,4,hemxehoi
11876371,6100,45.5,quan10,4,hem
11876298,7950,49,quan10,4,hemxehoi
11876253,7950,68,quan10,2,mattien
11875919,4700,38.4,quan10,1,hem
11875680,7500,72,quan10,5,hemxehoi
11875548,9500,71.4,quan10,3,hem
11737805,4800,49.4,quan10,3,hem
11874171,5000,46.99,quan10,2,hem
11873124,25000,80,quan10,2,nhahaimattien
11784780,8500,58.5,quan10,5,hemxehoi
11708328,8500,58.5,quan10,5,hemxehoi
11511744,14500,150,quan10,4,hemxehoi
11872911,5900,52.2,quan10,3,hemxehoi
10568532,10500,90,quan10,3,hem
10790545,11000,72,quan10,3,hem
11572621,8500,62.1,quan10,4,hemxehoi
11871293,2000,19,quan10,3,hem
11871185,3300,42,quan10,2,hemxehoi
11870981,3900,42,quan10,2,hem
11870875,3350,35.64,quan10,3,hem
11731020,3350,39.7,quan10,2,hem
11651564,4400,43.6,quan10,3,hem
11582295,10600,79.2,quan10,3,hemxehoi
11870494,13000,106.4,quan10,6,hemxehoi
11870042,7600,49,quan10,3,hemxehoi
11869979,8500,65.8,quan10,4,hemxehoi
11869942,17000,128,quan10,4,hemxehoi
11869856,2700,32.1,quan10,3,hem
11869851,7890,64.4,quan10,2,hemxehoi
10117965,14500,210,quan10,4,hem
11759039,9400,54,quan10,4,hemxehoi
11526565,6400,52.2,quan10,3,hemxehoi
11868241,8500,84,quan10,3,hem
11868163,33550,128,quan10,5,hem
11868105,8500,77.4,quan10,3,mattien
11868065,13500,64,quan10,4,mattien
11868021,28000,128,quan10,2,mattien
11867743,12800,102,quan10,3,hem
10814519,8500,84,quan10,3,hem
11867607,7650,64,quan10,3,hemxehoi
11867472,11400,72,quan10,4,hemxehoi
11861850,3350,39.2,quan10,3,hem
11867378,8550,65.8,quan10,3,hemxehoi
11781953,8900,56,quan10,3,hem
11781949,7900,64,quan10,3,hemxehoi
11781737,4850,39.6,quan10,2,hemxehoi
11781686,4850,39.6,quan10,2,hemxehoi
11502427,14500,168.3,quan10,3,hem
11867281,12500,102,quan10,4,hemxehoi
10524765,8900,56,quan10,3,hem
11604232,9300,64.5,quan10,4,hemxehoi
11589477,6000,57,quan10,4,hem
11764354,9500,80,quan10,4,hem
11866661,33550,128,quan10,6,hem
11755677,8500,77.4,quan10,3,mattien
9444246,2500,59.5,quan10,1,hem
11863904,4500,48,quan10,3,hem
11860789,2300,22.4,quan10,4,hem
11862331,3950,37.5,quan10,2,hemxehoi
11783853,9800,98.4,quan10,6,mattien
11862348,9500,71.4,quan10,4,hemxehoi
11706373,6200,53.2,quan10,4,hemxehoi
11220453,13000,96,quan10,4,hem
11219283,8300,54,quan10,3,hem
11404748,9800,100,quan10,2,hem
11775768,6000,57,quan10,4,hemxehoi
10956654,14500,98,quan10,3,hem
11626747,6500,64,quan10,2,hem
11299013,10200,100,quan10,6,hemxehoi
11738798,14500,145.6,quan10,3,hemxehoi
11850074,5500,38.4,quan10,4,hemxehoi
11122544,7100,67.5,quan10,3,hem
11802609,12000,104,quan10,3,mattien
11220291,12000,108,quan10,3,hem
11625126,8400,79.8,quan10,4,hem
11749328,8500,77.4,quan10,3,mattien
11624996,8400,126,quan10,2,hemxehoi
11695109,6900,45.5,quan10,4,hemxehoi
11659865,3300,40,quan10,1,hem
11664227,7800,48,quan10,3,hemxehoi
11662506,10000,72,quan10,5,hemxehoi
11661288,8800,75.6,quan10,3,hem
11639094,2700,29.76,quan10,3,hem
11618249,9600,64,quan10,5,mattien
11821664,6700,56,quan10,4,hemxehoi
11753814,3350,39.2,quan10,2,hem
11725231,2250,18.2,quan10,3,hem
11622531,4700,58.56,quan10,2,hem
11592909,6000,66,quan10,2,hem
11574733,6000,57,quan10,4,hemxehoi
11494039,3600,23.25,quan10,4,hemxehoi
11445783,3950,56.7,quan10,2,hem
11303133,2700,30,quan10,2,hem
11244657,3400,33,quan10,3,hemxehoi
11100155,1600,45,quan10,3,hem
11009327,1650,20,quan10,3,hem
10753512,3400,30,quan10,2,hemxehoi
10721724,2600,22.5,quan10,3,hem
10720750,1800,27,quan10,2,hem
10690849,2900,57,quan10,2,hem
10655595,5000,80,quan10,3,hem
10600936,8000,76.3,quan10,3,hem
10537297,3250,48,quan10,2,hemxehoi
10534816,5300,130,quan10,4,hem
8101727,16000,151.8,quan10,2,mattien
10480752,3200,29.7,quan10,3,hem
10458334,2900,24.5,quan10,4,hem
10470093,9800,82,quan10,4,hem
11859834,14000,127.2,quan11,3,hemxehoi
11849839,7800,136,quan11,1,hem
11895776,4800,63,quan11,3,hemxehoi
11885210,3300,45,quan11,3,hem
11859850,14000,127.2,quan11,3,hemxehoi
11826381,3500,37.95,quan11,3,hem
11522033,8000,64,quan11,5,mattien
11850621,4100,38,quan11,3,hem
11930625,9500,112,quan11,3,hemxehoi
11936137,3400,50.4,quan11,3,hem
11935312,4300,85.5,quan11,3,hemxehoi
9292173,2100,56,quan11,1,hem
11759202,21000,224.2,quan11,4,hemxehoi
11833641,5400,68.25,quan11,2,hemxehoi
11772630,2990,45,quan11,2,hem
11727811,29000,336,quan11,6,mattien
11932006,2350,36,quan11,2,hem
11931991,3650,64.02,quan11,2,hem
11833550,2100,34,quan11,2,hem
11755889,5000,62,quan11,4,mattien
11928188,7000,69.85,quan11,4,hem
11927773,2330,36,quan11,2,hem
11719120,2800,33.66,quan11,1,hem
11918991,2500,20,quan11,2,hemxehoi
11481147,1400,20,quan11,2,hemxehoi
11067125,5200,75,quan11,4,hemxehoi
9526775,9800,100,quan11,3,hemxehoi
11917402,2380,30,quan11,3,hem
11917035,5000,62,quan11,4,mattien
11915398,5200,57.6,quan11,4,mattien
11675950,6600,56,quan11,2,hemxehoi
11914385,4800,47.25,quan11,4,hem
11914279,3090,45.1,quan11,2,hem
11914246,8600,160.7,quan11,2,hemxehoi
11911693,1350,21,quan11,3,hem
11744933,2900,38.5,quan11,2,hem
11909454,2600,36,quan11,2,hem
11326589,4900,50.05,quan11,4,hemxehoi
11426568,6500,77,quan11,3,hem
11912838,5500,119,quan11,3,hemxehoi
11903931,7000,64,quan11,3,hem
11904359,2750,24.5,quan11,3,hem
11909088,50000,500,quan11,2,mattien
11783310,2600,24,quan11,3,hem
11827610,4500,35,quan11,2,hem
11827616,1550,25.5,quan11,2,hem
11902582,4300,85.5,quan11,3,hemxehoi
11811786,6300,64,quan11,1,hemxehoi
11901430,3700,45.6,quan11,3,hem
11898355,4800,52.8,quan11,4,hemxehoi
11897164,4300,85.5,quan11,3,hemxehoi
11807058,3550,53.71,quan11,1,hemxehoi
11807130,2600,36.61,quan11,2,hem
11807310,3500,45.6,quan11,3,hem
